seed,domain,failure_mode,model,mae,rmse,r2,spearman
55,osm,independent,deepsets,0.12349292647437263,0.26136494952930367,0.6827669287512624,0.7783263870912971
55,osm,spatial_cluster,deepsets,0.1263711945925671,0.2209382792627382,0.7507320336233207,0.7789614010067886
55,synthetic,independent,summary_mlp,0.0487295366272053,0.13198549625448022,0.4745722055656012,0.6222276240194765
55,synthetic,spatial_cluster,summary_mlp,0.13903160606196138,0.25637731873050335,0.5312814703669435,0.5287427672078885
55,osm,independent,summary_mlp,0.3295338307222788,0.5053878985413452,-0.18613314306463447,0.8014276271481068
55,osm,spatial_cluster,summary_mlp,0.43744705269471446,0.5880647203056698,-0.7659352972299096,0.7158061104161427
55,synthetic,independent,spectral,0.04556798518802123,0.1722497687313007,0.10509297297044273,0.9718274157207524
55,synthetic,spatial_cluster,spectral,0.170687293425599,0.3825708502694925,-0.043702376806672216,0.8351541445220725
55,osm,independent,spectral,0.4867504124043811,0.6652346422056037,-1.0551024558004034,0.43447494967333733
55,osm,spatial_cluster,spectral,0.6568962930357082,0.7876354270120294,-2.167925939972879,0.3331841086552309
